law_act_id,paragraph_id,text
7012515,7014325,"O‘zbekiston Respublikasi Vazirlar Mahkamasining 2017-yil 2-iyundagi 347-son “Toshkent davlat yuridik universitetida kadrlar tayyorlash tizimini yanada takomillashtirish chora-tadbirlari to‘g‘risida”gi 1. Toshkent davlat yuridik universiteti huzuridagi akademik litseylar o‘quvchilarining bilimini nazorat qilish va baholash tartibi to‘g‘risidagi nizom 2. Ushbu buyruq O‘zbekiston Respublikasi Oliy ta’lim, fan va innovatsiyalar vazirligi bilan kelishilgan. 3. Mazkur buyruq rasmiy e’lon qilingan kundan e’tiboran kuchga kiradi. Mazkur Nizom Toshkent davlat yuridik universiteti huzuridagi akademik litseylar (bundan buyon matnda akademik litseylar deb yuritiladi) o‘quvchilarining bilimini nazorat qilish va baholash tartibini belgilaydi. 1. Akademik litsey o‘quvchilari (bundan buyon matnda o‘quvchilar deb yuritiladi) bilimini nazorat qilish va baholashning maqsadi — o‘quvchilarning nazariy va amaliy bilimlarini o‘zlashtirish darajasini aniqlashdan iborat. 2. Akademik litseyda nazorat turi savollarini umumlashtirish, o‘quvchilarning reyting ko‘rsatkichlarini shakllantirish hamda nazorat turlari bo‘yicha natijalarni umumlashtirish O‘quv-metodik bo‘limi tomonidan amalga oshiriladi. Kafedra mudiri har bir fan bo‘yicha o‘quv kontentlarini shakllantirish, nazorat turi savollarini tuzish, nazorat ishlarini tekshirishga mas’ul bo‘lgan pedagog xodimni belgilaydi. O‘quv semestri davomida o‘quvchilar bilimini baholash har bir fan bo‘yicha nazorat jadvallari va baholash mezonlari asosida amalga oshiriladi, shuningdek elektron ta’lim platformasiga kiritib boriladi. 3. O‘quvchilar akademik litsey o‘qituvchilari tomonidan har bir fanning birinchi mashg‘ulotida mazkur Nizom talablari bilan to‘liq tanishtirilishi shart. 4. Akademik litseyda o‘quvchilar bilimini nazorat qilish joriy, oraliq va yakuniy nazorat turlarini o‘tkazish orqali amalga oshiriladi. O‘quv dasturlarida belgilangan hollarda faqat joriy va yakuniy nazorat turlari o‘tkazilishi mumkin. 5. Akademik litseyning o‘quvchisi har bir nazorat turini topshirishi shart. 6. Joriy nazorat o‘quvchining fan mavzulari bo‘yicha o‘zlashtirish darajasini muntazam ravishda aniqlash va baholash usuli hisoblanadi."
7012515,7014359,"Joriy nazorat fan mavzusi doirasida o‘zlashtirgan bilimlarni og‘zaki va yozma bayon etish, pedagog xodimning topshiriqlari asosida bahs-munozaraga kirishish, muammoli vaziyatlarni hal etish (keys-stadi), jamoada ishlash, mustaqil ishlar (taqdimotlar) tayyorlash va boshqa shakllarda baholashga qaratiladi. 7. Fanning mazmuni va xususiyatidan kelib chiqqan holda o‘quvchining har bir mavzu bo‘yicha o‘zlashtirishi baholab boriladi. Joriy nazorat seminar va amaliy mashg‘ulot shakllarida o‘tkaziladi. 8. Joriy nazorat uchun har bir fan bo‘yicha jami ballning (baho foizining) 20 foizigacha ajratiladi. 9. Oraliq nazorat semestr davomida fan o‘quv dasturining tegishli bo‘limi tugagandan keyin o‘quvchining bilim va amaliy ko‘nikmalarini baholash maqsadida o‘tkaziladi."
7012515,7014365,"Oraliq nazorat o‘quvchi tomonidan fan o‘quv dasturining tegishli bo‘limlari mazmunini o‘zlashtirish darajasi, o‘quvchining hujjatlar bilan ishlash amaliy ko‘nikmalari, muammoli vaziyatlarni hal etish (keys-stadi), mustaqil izlanishlar olib borish, o‘z fikrlarini izchil va aniq bayon qilish qobiliyatini baholashga qaratilgan. 10. Oraliq nazorat har bir o‘quv fanining xususiyatidan kelib chiqqan holda semestr davomida kamida bir marotaba o‘tkaziladi. Oraliq nazorat og‘zaki, yozma ish (individual yoki jamoaviy ish, prezentatsiya, tahliliy ma’lumot tayyorlash, muammoli vaziyat (kazus)lar) yoki test sinovlari shaklida o‘tkaziladi. Oraliq nazorat axborot-kommunikatsiya texnologiyalari orqali ham topshirilishi mumkin. Oraliq nazorat uchun har bir fan bo‘yicha jami ballning (baho foizining) 30 foizigacha ajratiladi. Savollar o‘quvchilarning o‘quv dasturi doirasida o‘zlashtirgan bilimlarini ifoda etish, muammoli vaziyatlar bo‘yicha munozaraga kirishish, fan bo‘yicha manbalar asosida o‘z pozitsiyasini asoslash ko‘nikmalari shakllanganligini aniqlashga qaratilgan bo‘lishi lozim. 11. Oraliq nazorat natijalari ushbu nazorat turi o‘tkazilgan kundan e’tiboran uch ish kuni ichida pedagog xodim tomonidan elektron ta’lim platformasiga kiritish orqali rasmiylashtiriladi. 12. Yozma ish va test sinovlari shakllarida o‘tkazilgan oraliq nazorat auditoriyada mustaqil ravishda o‘quvchi tomonidan bajariladi va pedagog xodimga topshiriladi. Oraliq nazorat elektron ta’lim platformasi orqali kompyuterda topshirilishi mumkin. 13. Yakuniy nazorat o‘quv dasturi doirasida o‘quvchining nazariy bilim va amaliy ko‘nikmalarni to‘liq o‘zlashtirganlik darajasini baholashning yakuniy bosqichi hisoblanadi. Yakuniy nazorat o‘quvchining o‘quv dasturida nazarda tutilgan mavzular doirasida qisqa vaqt mobaynida nazariy savollarga o‘z fikrini bildirish, muammoli vaziyatlarga yechim topish, test sinovlarini topshirish qobiliyatini aniqlashga qaratilgan. 14. O‘quv rejada belgilangan fanlar bo‘yicha yakuniy nazorat semestr yakunida yozma yoki test shakllarida auditoriya kuzatuvchisi nazorati ostida o‘tkaziladi. Yakuniy nazorat elektron ta’lim platformasi orqali kompyuterda topshirilishi mumkin. Yakuniy nazorat savollari nazariy savollar va muammoli vaziyat (kazus)lar yoki test sinovlaridan tashkil topadi. Yakuniy nazorat savollari tegishli kafedra tomonidan ishlab chiqiladi. 15. Kafedra mudiri tomonidan yakuniy nazorat savollari sifatli tayyorlanishi va ushbu savollar yakuniy nazorat o‘tkazilishidan ikki hafta oldin O‘quv-metodik bo‘limiga taqdim qilinishi lozim. O‘quv-metodik bo‘limi savollar bazasidan yakuniy nazorat variantlarini yakuniy nazorat o‘tkazilishidan bir hafta oldin shakllantiradi. 16. Yakuniy nazoratni o‘tkazishda auditoriya kuzatuvchisi sifatida ishtirok etadigan pedagog xodimlar ro‘yxati yakuniy nazorat o‘tkazilishidan uch ish kuni oldin akademik litseyning ijrochi direktori tomonidan tasdiqlanadi. 17. Auditoriya kuzatuvchisi yakuniy nazoratni o‘tkazishda quyidagi huquqlarga ega: yakuniy nazorat boshlanganidan keyin o‘quvchilarni auditoriyaga kiritmaslik; yakuniy nazorat o‘tkazilayotgan vaqtda o‘quvchilarning o‘rnini almashtirish. 18. Auditoriya kuzatuvchisi yakuniy nazoratni o‘tkazishda quyidagilarga majbur: o‘quvchilarni yakuniy nazoratni boshlashdan avval uni o‘tkazish tartibi va davom etish vaqti haqida xabardor qilish; o‘quvchilarga yakuniy nazoratni boshlashdan oldin foydalanish taqiqlangan barcha predmetlarni kuzatuvchilarga topshirishlari zarurligini tushuntirish; o‘quvchilarni auditoriyada bir-birlaridan ko‘chirishlari uchun imkon bo‘lmaydigan holda joylashtirish; yakuniy nazorat o‘tkazilayotgan vaqt davomida o‘quvchilar tomonidan tartibga rioya qilinishini ta’minlash; yakuniy nazoratni o‘tkazishda mazkur Nizomda belgilangan qoidalarni buzgan o‘quvchilarni dalolatnoma tuzgan holda ushbu nazorat turidan chetlashtirish. 19. Yakuniy nazorat, qoida tariqasida, 1 soat 20 daqiqa (80 daqiqa) mobaynida o‘tkaziladi. Yakuniy nazoratning boshlanish va tugash vaqti auditoriya kuzatuvchisi tomonidan auditoriya doskasida aks ettirilishi zarur. Yakuniy nazorat ishi o‘quvchi tomonidan mustaqil ravishda yozilishi shart."
7012515,7014400,"20. Yakuniy nazorat o‘tkazish jarayonida o‘quvchilarning auditoriyadan chiqishi, bir-biri bilan gaplashishi, boshqa o‘quvchilarga o‘z yozma ish varaqalarini berishi, o‘zi bilan darsliklar, o‘quv-uslubiy qo‘llanmalar, lug‘atlar, ma’lumotnomalar va boshqa adabiyotlar, konspektlar, elektron va qog‘oz shakldagi shpargalkalar, kalkulyatorlar, aloqa vositalari (shu jumladan uyali aloqa vositasi), audio-, foto- va video-yozuv qurilmalari va boshqalarni olib kirishi va ulardan foydalanishi taqiqlanadi. Shaxsiy buyumlar auditoriyadagi alohida stolga qo‘yilishi kerak. 21. Yakuniy nazorat uchun ajratilgan vaqt tugaganidan so‘ng, o‘quvchi o‘z nazorat ishini auditoriya kuzatuvchisiga topshiradi. Yakuniy nazorat ishlari soni auditoriya kuzatuvchisi tomonidan qayta sanaladi, nazorat ish varaqlari uning imzosi bilan tasdiqlanadi va yakuniy nazoratda qatnashgan o‘quvchilar soniga mutanosib ravishda O‘quv-metodik bo‘limiga topshiriladi. 22. O‘quvchining har bir fan bo‘yicha o‘zlashtirish darajasi uning bilim, malaka va ko‘nikmalarini baholashning reyting tizimi asosida ballarda aks ettiriladi. 23. O‘quvchining semestr mobaynidagi har bir fan bo‘yicha o‘zlashtirishi 100 ballik tizim asosida butun sonlar bilan baholanadi. 100 ball nazorat turlari bo‘yicha, quyidagicha taqsimlanadi: joriy nazorat — 20 ballgacha; oraliq nazorat — 30 ballgacha; yakuniy nazorat — 50 ballgacha. TDYU Kengashi tomonidan nazorat turlari bo‘yicha ballar miqdori o‘zgartirilishi mumkin. 24. Har bir nazorat turi umumiy maksimal ballning 100 foizidan kelib chiqqan holda baholanadi. Bunda, o‘quvchining fanni o‘zlashtirishi bo‘yicha barcha nazorat turlari yuzasidan baholash quyidagi namunaviy mezonlar asosida amalga oshiriladi: a) 86 — 100 foiz (5 baho) olish uchun o‘quvchi:"
7012515,7014424,"mustaqil va ijodiy fikrlashi, qaror qabul qilishi hamda mushohada yuritishi, fikrlarini ravon bayon etishi, nazariy bilimini amalda qo‘llay olishi, fanning (mavzuning) mohiyatini tushunishi, bilishi, seminar va amaliy mashg‘ulotlarda ijodiy va faol qatnashishi hamda fan (mavzu) bo‘yicha tasavvurga ega bo‘lishi lozim; b) 71 — 85 foiz (4 baho) olish uchun o‘quvchi:"
7012515,7014427,"mustaqil fikrlashi, o‘z fikrlarini bayon etishi, fanning (mavzuning) mohiyatini tushunishi, bilishi, nazariy bilimini amalda qo‘llay olishi, seminar va amaliy mashg‘ulotlarda ijodiy va faol qatnashishi hamda fan (mavzu) bo‘yicha tasavvurga ega bo‘lishi lozim; v) 56 — 70 foiz (3 baho) olish uchun o‘quvchi: olgan bilimini amalda qo‘llay olishi, fanning (mavzuning) mohiyatini tushunishi, bilishi hamda fan (mavzu) bo‘yicha tasavvurga ega bo‘lishi lozim; g) o‘quvchining bilim darajasi 0 — 55 gacha baholanadi, agar: fan dasturini o‘zlashtirmagan bo‘lsa, fanning (mavzuning) mohiyatini tushunmasa hamda fan (mavzu) bo‘yicha tasavvurga ega bo‘lmasa. 25. Fanlar bo‘yicha semestr uchun o‘quvchi reytingi quyidagicha aniqlanadi: Agar fan ikki semestrda davom etsa umumiy ballarining arifmetik o‘rtachasi olinadi. Har bir fan bo‘yicha umumiy reyting balli yillar bo‘yicha to‘plangan ballarning o‘rtacha arifmetik qiymatidan kelib chiqib aniqlanadi. 26. Oraliq va yakuniy nazorat ishlarini tekshirish pedagog xodimlar tomonidan akademik litsey binosining ichki qismida maxsus ajratilgan xonada amalga oshiriladi."
7012515,7014451,"Oraliq va yakuniy nazorat ishlarini maxsus ajratilgan xonadan tashqariga olib chiqish taqiqlanadi. Maxsus ajratilgan xona ichkarisiga akademik litsey ijrochi direktori, direktorning o‘quv ishlari bo‘yicha o‘rinbosari, O‘quv-metodik bo‘limi boshlig‘i va tekshiruvchi pedagog xodimlardan tashqari boshqa shaxslarning kirishi man qilinadi. Pedagog xodim tomonidan oraliq va yakuniy nazorat ishining birinchi varag‘i ustiga ball qo‘yiladi. Ball aniq ifodalangan shaklda pedagog xodimning imzosi bilan tasdiqlangan holda qo‘yilishi kerak. Pedagog xodim tomonidan har bir tekshirilgan nazorat ishiga taqriz beriladi hamda unda nazorat ishi mazmunining ijobiy jihatlari va yo‘l qo‘yilgan xatoliklar aks ettirilishi lozim. Nazorat ishlari elektron ta’lim platformasi orqali topshirilgan taqdirda, pedagog xodim tomonidan elektron tarzda tekshirilishi va taqriz yozilib baholanishi lozim."
7012515,7014456,"27. Oraliq va yakuniy nazorat ishlarining ayrimlari TDYU tomonidan tanlab qayta tekshirilishi mumkin. Bunda, nazorat ishlari TDYU xodimlari tomonidan bevosita joyga chiqqan holda qayta tekshiriladi yoki nazorat ishlari tegishli so‘rovga ko‘ra TDYUga yuboriladi. Tanlangan ishni qayta tekshirish natijasida unga qo‘yilgan ball o‘zgartirilishi mumkin. 28. Pedagog xodim tomonidan nazorat ishlarini tekshirish ular yakunlangan kundan boshlab uch ish kuni ichida amalga oshiriladi va shu kunning o‘zida elektron ta’lim platformasidagi reyting qaydnomasiga kiritiladi. Nazorat ishlarining natijalari ularni tekshirish muddati yakunlangan kundan boshlab uch ish kuni ichida e’lon qilinadi. 29. O‘quv-metodik bo‘limi tomonidan joriy, oraliq va yakuniy nazorat reyting qaydnomalari asosida jamlovchi reyting qaydnomasi tuziladi. Jamlovchi reyting qaydnomasini O‘quv-metodik bo‘limi boshlig‘i va mas’ul xodim imzolaydi hamda direktorning o‘quv ishlari bo‘yicha o‘rinbosari tasdiqlaydi. Joriy, oraliq va yakuniy nazorat reyting qaydnomalari hamda jamlovchi reyting qaydnomalarining shakllari akademik litsey Kengashi tomonidan tasdiqlangan namuna bo‘yicha tuziladi. 30. O‘quvchilarning apellyatsiya shikoyatlarini ko‘rib chiqish uchun direktor buyrug‘i bilan kamida besh nafar mutaxassislardan iborat tarkibda Apellyatsiya komissiyasi tashkil etiladi. Nazorat ishlarini o‘tkazishga mas’ul bo‘lgan shaxslarning Apellyatsiya komissiyasi tarkibiga kiritilishiga yo‘l qo‘yilmaydi. 31. Nazorat ishlarining natijalaridan norozi bo‘lgan o‘quvchilar natijalar e’lon qilingan kundan boshlab besh kun ichida Apellyatsiya komissiyasiga yozma yoki elektron shaklda apellyatsiya shikoyati berishlari mumkin. Bunda, Apellyatsiya komissiyasi apellyatsiya shikoyati bilan murojaat qilgan o‘quvchini shikoyat ko‘rib chiqilishidan ikki kun oldin uni ko‘rib chiqish vaqti va joyi haqida ogohlantiradi."
7012515,7014473,"32. Apellyatsiya komissiyasi apellyatsiya shikoyatini, u kelib tushgan kundan boshlab uch kun muddat ichida ko‘rib chiqadi. Bunda, apellyatsiya shikoyati bilan murojaat qilgan o‘quvchi mazkur shikoyatni ko‘rib chiqishda ishtirok etish huquqiga ega."
7012515,7014474,"33. Apellyatsiya komissiyasi unda a’zolarning kamida uchdan ikki qismi ishtirok etganda vakolatli hisoblanadi. Apellyatsiya komissiyasining qarori oddiy ko‘pchilik ovoz bilan qabul qilinadi va majlisda ishtirok etgan barcha a’zolar tomonidan tasdiqlanadigan bayonnoma bilan rasmiylashtiriladi. 34. Apellyatsiyani ko‘rib chiqishda apellyatsiya komissiyasi nazorat ishlarini har tomonlama o‘rganadi. Apellyatsiya komissiyasi tomonidan apellyatsiya shikoyatini ko‘rib chiqish davomida o‘quvchiga uni qayta baholashga qaratilgan savollar berilishiga yo‘l qo‘yilmaydi. 35. Apellyatsiya shikoyatini ko‘rib chiqish natijalari bo‘yicha Apellyatsiya komissiyasi tomonidan quyidagi qarorlardan biri qabul qilinadi: e’tiroz asossiz bo‘lsa, nazorat ishlarining natijalarini o‘zgarishsiz qoldirish; e’tiroz asosli bo‘lsa, nazorat ishlarining natijalariga o‘zgartirish kiritish. Apellyatsiya shikoyatini ko‘rishda o‘quvchining nazorat ishlari natijasida olgan ballini pasaytirishga yo‘l qo‘yilmaydi. 36. Apellyatsiya komissiyasi apellyatsiya shikoyati bilan murojaat qilgan o‘quvchiga o‘z qarorini u qabul qilingan kunning o‘zida ma’lum qilishi kerak."
