law_act_id,paragraph_id,text
2619848,2619907,"O‘zbekiston Respublikasi Hukumati va Xitoy Xalq Respublikasi Hukumati, keyingi o‘rinlarda “Tomonlar” deb ataluvchilar, hayvonlar sog‘lig‘ini saqlash sohasida hamkorlikni kuchaytirish, hayvonlarning yuqumli kasalliklari tarqalishining oldini olish hamda epizootiyadan o‘z davlatlari hududlarini hamjihatlikda muhofaza qilish istagiga tayangan holda, quyidagilar to‘g‘risida kelishib oldilar: Ushbu Bitim qoidalari quyidagilarga nisbatan qo‘llaniladi: a) hayvon — sut emizuvchilar, qushlar, sudralib yuruvchi hayvonlar, arilar, ipak qurti va turli xildagi hasharotlar, amfibiyalar, baliqlar va boshqa suv hayvonlari; b) hayvonotga mansub mahsulotlar— go‘sht va sut mahsulotlari, baliq, tuxum, asalari mahsulotlari, embrionlar, zigotalar, hayvon urug‘lari (sperma), urug‘langan (inkubatsiyalangan) tuxumlar; c) hayvonotga mansub xomashyolar — teri, jun, mo‘yna, pat, endokrin va ichki sekretsiya bezlari, kon, suyak va boshqa xomashyolar; d) hayvonlar uchun yem ozuqalari; e) veterinariya dori-darmonlari va hayvonotga mansub kolleksiya mahsulotlari. Tomonlar:"
2619848,2619937,"a) hayvonlarni kasalliklardan muhofaza etishda Butunjahon hayvonlar sog‘lig‘ini muhofaza qilish tashkiloti (OIE) ro‘yxatiga kiritilgan kasalliklarning turlari bo‘yicha kasallangan hayvonlar soni, kasallikning tarqalish jihati, patogen tipi, shuningdek kasallikka qarshi kurash bo‘yicha o‘tkazilgan tadbirlar yuzasidan bir-birlarini xabardor etadilar; b) hayvonlar va hayvonotga mansub mahsulotlar tarkibida inson hamda hayvonlar sog‘lig‘i uchun xavfli hisoblangan kimyoviy, biologik xususiyatga ega moddalar mavjudligi to‘g‘risida bir-birlariga ma’lumot beradilar; c) hayvonlar yuqumli kasalliklari tarqalishining oldini olish hamda ularga qarshi kurash bo‘yicha amaldagi davlat dasturlari va qoidalarining bajarilishi holati va usullari to‘g‘risida bir-birlariga ma’lumot beradilar;"
2619848,2619943,"d) hayvonlar va hayvonotga mansub mahsulotlar, xomashyolar, ozuqalar, preparatlar, hayvonotga mansub kolleksiya mahsulotlarini import, eksport qilish hamda tranzit tashishda veterinariya va sanitariya talablari, shuningdek iqtisodiy zararga sabab bo‘ladigan zaharli (toksik) mahsulotlar, radioaktiv hamda boshqa moddalar ta’sirida nazorat qilib bo‘lmaydigan kasalliklar vujudga kelgan holatlarda qo‘llaniladigan chora-tadbirlar to‘g‘risida o‘zaro ma’lumot almashadilar; e) Tomonlar o‘z davlatlarining milliy qonunchiligi va veterinariya sohasidagi faoliyat bo‘yicha ma’lumotlar almashadilar; f) Tomonlar o‘z davlatlarining mutaxassislari ishtirokini ta’minlash maqsadida veterinariya tibbiyoti sohasida rejalashtirilgan maxsus uchrashuvlar hamda anjumanlar haqida bir-birlarini xabardor etadilar;"
2619848,2619946,"g) Veterinariya amaliyotini rivojlantirish va yanada yaxshilash, shuningdek veterinariya doktorlarining kasbiy mahoratlarini oshirish maqsadida mutaxassislarning bilim va tajriba almashinuvlari orqali veterinariya xizmatlarini amaliy tarzda tashkil etish, o‘qitishni hamda veterinariya fani sohasida hamkorlikni yo‘lga qo‘yadilar. Ushbu Bitimning"
2619848,2619949,"Mutaxassislar almashinuvi Tomonlarning vakolatli organlari o‘rtasidagi o‘zaro kelishuvga asosan amalga oshiriladi. Bunday holatlarda, jo‘natuvchi Tomon o‘z delegatsiyalarining xalqaro transport xarajatlarini, shuningdek yashash-turar joy, ovqatlanish hamda sog‘liqni sug‘urta qilish xarajatlarini qoplaydi. Qabul qiluvchi Tomon oldindan kelishilgan dasturga muvofiq o‘z mamlakati hududidagi transport xarajatlari, zarur texnik asbob-uskunalar bilan jihozlangan zallarni ijaraga olish hamda tarjimon xizmatlarini qoplaydi."
2619848,2619952,"Tomonlar O‘zbekiston Respublikasi qishloq va suv xo‘jaligi vazirligi huzuridagi Davlat veterinariya bosh boshqarmasi hamda Xitoy Xalq Respublikasi Sifat, nazorat, inspeksiya va karantin bo‘yicha bosh ma’muriyatiga hayvon va hayvonotga mansub mahsulotlarni import, eksport qilish hamda tranzit tashish uchun belgilanadigan karantin va sanitar talablar to‘g‘risida Protokollarni muhokama qilish va imzolash, OIE tomonidan tavsiya etilgan modelga asosan tegishli xalqaro veterinariya sertifikatlari namunalarini tasdiqlash va almashish uchun tegishli vakolat beradilar. Imzolangan Protokollar Ushbu Bitimga ilova qilinadi hamda uning ajralmas qismi hisoblanadi."
2619848,2619955,Tomonlar hayvonlar karantini hamda veterinariyaga oid o‘z qonun va qoidalariga muvofiq boshqa Tomondan import qilingan hayvonlar va hayvonotga mansub mahsulotlarni karantin nazoratidan o‘tkazishga haqli. Har bir Tomon aniqlangan zararli materiallarga karantin ishlov berish huquqiga ega. Har bir Tomon qo‘llayotgan chora-tadbirlar hayvonlar va hayvonotga mansub mahsulotlar savdosida har ikki mamlakat uchun keraksiz to‘siqlarni keltirib chiqarmasligi lozim.
2619848,2619957,"Har bir Tomon tegishli veterinariya va karantin qonun va qoidalariga muvofiq kelmaydigan hayvonlar kasalliklari, kasallik keltirib chiqaruvchi patogen qo‘zg‘atuvchi mikroorganizmlar hamda boshqa har qanday zararkunandalar aniqlanganda bu haqda boshqa Tomonni kechiktirmasdan xabardor qiladi."
2619848,2619960,"Bir Tomon hududidan ikkinchi Tomon hududiga eksport qilingan hayvonlar va hayvonot mahsulotlari boshqa Tomonning veterinariya va karantin qonun va qoidalariga, shuningdek Tomonlar imzolagan tegishli shartnomalarga muvofiq kelishi xamda eksport qilayotgan mamlakatning vakolatli veterinariya organlari tomonidan berilgan xalqaro veterinariya sertifikatining asl nusxasi ilova qilinishi lozim. Xalqaro veterinariya sertifikati ingliz tilida hamda eksport qilayotgan mamlakatning rasmiy davlat tilida berilishi lozim."
2619848,2619965,"Agar chegaradan o‘tishda veterinariya nazoratini amalga oshirish davomida tirik hayvonlar, hayvonotga mansub mahsulotlar va xomashyolardan iborat bo‘lgan import qilinayotgan tovarlar yoki alohida transport vositalari veterinariya va gigiyena talablari bo‘yicha veterinariya sertifikati shartlariga muvofiq kelmasa yoki tovarlar tashilayotgan transport vositasi veterinariya talablariga javob bermasa, import qilayotgan mamlakatning vakolatli organlari bu haqda eksport qilayotgan mamlakatning vakolatli organlarini xabardor qilishlari hamda Tomonlar davlatlarining milliy qonunchiligiga muvofiq o‘z mamlakati hududiga inson va hayvonlar uchun umumiy yuqumli kasalliklar (antropozoonoz) tarqalishining oldini olish bo‘yicha chora-tadbirlar qo‘llaydilar."
