law_act_id,paragraph_id,text
2543873,2543908,"O‘zbekiston Respublikasi Hukumati va Gruziya Hukumati, keyingi o‘rinlarda “Ahdlashuvchi Tomonlar” deb ataladilar, yaxshi qo‘shnichilik munosabatlarini, shu jumladan bojxona ishlari sohasidagi hamkorlik vositasida rivojlantirishni istab, bojxona xizmatlari hamkorligi yo‘li bilan ikkala mamlakatlar o‘rtasida yo‘lovchilar va yuk tashishni rivojlantirish va jadallashtirishga yordam berishga intilib, boj qonunlarining buzilishi ikkala Ahdlashuvchi Tomonlar iqtisodiy manfaatlariga zarar yetkazishini nazarda tutib, boj qonunchiligiga rioya qilish va boj qonunlarining buzilishiga qarshi kurash Ahdlashayotgan Tomonlar bojxona xizmatlari hamkorligida yanada muvaffaqiyatli amalga oshirilishi mumkinligiga ishonch hosil qilib, quyidagilar to‘g‘risida kelishib oldilar: Mazkur Bitim maqsadlari uchun quyidagi atamalar:"
2543873,2543949,"1) “boj qonunchiligi” atamasi tovarlarni, yo‘lovchilarning qo‘l yuklari va bagajlarini, xalqaro pochta jo‘natmalarini, valyuta va boshqa boyliklarni olib kelish, olib chiqib ketish va tranzit tarzida tashishni, boj poshlinalari va boshqa soliq hamda yig‘imlarni undirishni yoki imtiyozlar, taqiqlar, cheklashlar, ruxsatlarni belgilash, tovarlarni boj chegarasidan olib o‘tish ustidan nazorat o‘rnatishni tartibga soluvchi huquqiy normalar majmuini anglatadi; 2) “bojxona xizmati” atamasi O‘zbekiston Tomoni uchun — O‘zbekiston Respublikasida Davlat soliq qo‘mitasi Bojxona bosh boshqarmasini, Gruziya Tomoni uchun — Gruziya Bojxona departamentini anglatadi; 3) “boj qonunlarining buzilishi” atamasi boj qonunchiligining buzilishini yoki buzishga urinishlarni anglatadi; 4) “shaxs” atamasi har qanday jismoniy yoki yuridik shaxsni anglatadi; 5) “giyohvand moddalar” atamasi 1961-yil 30-martda BMTning giyohvand moddalar to‘g‘risidagi 6) “psixotrop moddalar” atamasi 1971-yil 21-fevralda BMTning psixotrop moddalar to‘g‘risidagi 1. Bojxona xizmatlari o‘z vakolatlari doirasida va ichki qonunchilikka rioya qilib, quyidagi maqsadlarda bir-birlari bilan hamkorlik qiladilar: a) ikkala davlatlar o‘rtasida yo‘lovchi va yuk tashishni osonlashtirish va jadallashtirish; b) boj poshlinalari va boshqa yig‘imlarning to‘g‘ri olinishi, shuningdek, import va eksport imtiyozlarining to‘g‘ri qo‘llanilishini ta’minlash; v) boj qonunchiligini buzish hollarining oldini olish, ularga yo‘l qo‘ymaslik va tekshirish. 2. Mazkur Bitim Ahdlashuvchi Tomonlarning boshqa xalqaro bitimlardan kelib chiquvchi majburiyatlariga daxl qilmaydi. 1. Bojxona xizmatlari: ikkala davlatlar o‘rtasida yo‘lovchilar va yuk tashishni osonlashtirish va jadallashtirish maqsadida o‘zaro kelishuvga ko‘ra boj rasmiylashtirishlarini soddalashtirish bo‘yicha zarur chora-tadbirlar ko‘radilar; bir-birlarining qo‘llanilayotgan bojxona hujjatlari blanklarini (bojxona plombalari, muhr va shtamplari tasvirini) tan oladilar, zarur hollarda esa tashilayotgan tovarlar va boshqa buyumlar hujjatlariga o‘z muhr, shtamplarini qo‘yadilar."
2543873,2544003,"2. Tranzit tovarlar va transport vositalari bojxona tekshiruvidan ozod etiladi, Ahdlashuvchi Tomonlar qonunchiligiga muvofiq olib kirish va tranzit tarzida tashish taqiqlangan tovarlar bor deb taxmin qilish uchun asos bo‘lgan hollar bundan mustasnodir."
2543873,2544014,"1. Bojxona xizmatlari bir-birlariga so‘rov bo‘yicha bir Ahdlashuvchi Tomon hududidan olib chiqilgan tovarlar boshqa Ahdlashuvchi Tomon hududiga qonuniy tartibda olib kirilayotganligini tasdiqlovchi guvohnomalarni beradilar. Guvohnomalarda tovarlarni rasmiylashtirishda qo‘llanilgan bojxona tartiblari turi hamda natijalari ko‘rsatiladi. Bu shuningdek, tovarlar boshqa Ahdlashuvchi Tomon hududidan qayta eksport qilinadigan hollarga ham daxldordir. 2. Bojxona xizmatlari bir-birlariga so‘rov bo‘yicha o‘zlariga bo‘ysunuvchi bojxona tashkilotlari tomonidan berilgan guvohnomalar yoki boshqa hujjatlarning qonuniyligi va barcha zarur ma’lumotlarga egaligi to‘g‘risida ma’lumotnomani taqdim qiladilar."
2543873,2544022,"1. Bojxona xizmatlari giyohvand moddalar va psixotrop moddalar kontrabandasi va noqonuniy oborotining oldini olish, unga yo‘l qo‘ymaslik, tekshirish bo‘yicha harakatlarni faollashtirish maqsadida quyidagi ma’lumotlarni bir-birlariga so‘rovlarsiz va mumkin qadar qisqa muddatlarda yetkazadilar: a) giyohvand moddalar va psixotrop moddalar kontrabandasi yoki noqonuniy oboroti bilan shug‘ullanayotganligi ma’lum bo‘lgan va yoki bunday ishda gumon qilinayotgan shaxslar to‘g‘risida; b) giyohvand moddalar va psixotrop moddalarni kontrabanda yo‘li bilan olib kelishda foydalaniladigan yoki ana shunday foydalanishda gumon qilinayotgan yer usti, suv va havo transporti vositalari konteynyerlari va posilkalari to‘g‘risida."
2543873,2544029,"2. Bojxona xizmatlari giyohvand moddalar va psixotrop moddalar bilan noqonuniy oborot qilishda qo‘llanilayotgan kontrabanda usullari va metodlari, shuningdek ularni nazorat qilish yangi metodlarining samaraliligi to‘g‘risidagi ma’lumotlarni bir-birlariga oldindan so‘rovlarsiz ma’lum qiladilar. 3. Mazkur moddaning"
2543873,2544032,"4. Ahdlashuvchi Tomonlarning ichki qonunchiliklari asosida hamda o‘zaro kelishilganda bojxona xizmatlari giyohvandlik va psixotrop moddalar bilan noqonuniy oborot qilayotgan shaxslarni aniqlash maqsadida zarur hollarda ularni nazorat qilinadigan yetkazib berish metodlaridan foydalanishlari mumkin. Nazorat qilinadigan yetkazib berishlar metodini qo‘llash to‘g‘risidagi qarorni Ahdlashuvchi Tomonlar har bir aniq holatda qabul qiladilar va zarur hollarda Tomonlarning moliyaviy kelishuvlarini hisobga olishlari mumkin. 5. Ahdlashuvchi Tomonlar mazkur Bitimning ta’sir doirasini giyohvand moddalar va psixotrop moddalarni ishlab chiqarishda qo‘llaniladigan moddalarga nisbatan ham joriy qilishlari mumkin. 1. Bojxona xizmatlari bir-birlariga so‘rov bo‘yicha, quyidagilar to‘g‘risida ixtiyorlaridagi barcha ma’lumotlarni, shu jumladan xabarlar, protokollar yoki rasmiy xat yoki boshqa hujjatlarning tasdiqlangan nusxalarini, yuborish yo‘li bilan beradilar: a) boj poshlinalari va boshqa yig‘imlarni aniq undirish, shuningdek, tovarlar eksporti va importiga daxldor imtiyozlarning to‘g‘ri berilganligini aniqlash imkonini beradigan holatlar to‘g‘risida; b) so‘rayotgan Ahdlashuvchi Tomon boj qonunchiligiga zid yoki zid bo‘lishi mumkin bo‘lgan aniqlangan harakatlar to‘g‘risida. 2. Bojxona xizmatlari mumkin qadar qisqa muddatlarda va shu jumladan oldindan so‘rovlarsiz boj qonunchiligi buzilishi mumkin bo‘lgan holatlarga qarshi kurashda quyidagilarni tashishda alohida qiziqish uyg‘otadigan ma’lumotlarni ma’lum qiladilar: a) atrof muhit va aholi salomatligiga xavf tug‘dirishi mumkin bo‘lgan tovarlar va yuklarni; b) qurol-yarog‘, o‘q-dori, portlovchi va zaharlovchi moddalar, portlatish qurilmalari; v) muhim tarixiy, badiiy, madaniy yoki arxeologik qiymatga ega bo‘lgan buyumlarni; g) Ahdlashuvchi Tomon qonunchiligiga muvofiq yuqori boj poshlinalari yoki soliqlari solinadigan tovarlarni; d) bojxona xizmatlari tomonidan kelishilgan ro‘yxatlarga muvofiq alohida muhim ahamiyatga ega bo‘lgan notarif cheklashlar qo‘llaniladigan tovarlarni."
2543873,2544055,"1. Bojxona xizmatlari mazkur Bitim kuchga kirgandan so‘ng uch oy mobaynida bir-birlariga boj masalalariga oid amalda bo‘lgan qonunchilik hujjatlari, qoida va yo‘riqnomalari nusxalarini beradilar, keyinchalik boj qonunchiligidagi barcha o‘zgartirishlar va qo‘shimchalar to‘g‘risida bir-birlarini darhol xabardor qilib turadilar. 2. Bir Ahdlashuvchi Tomonning bojxona xizmati boshqa Ahdlashuvchi Tomon bojxona xizmati so‘roviga binoan ma’muriy organlarning boj qonunchiligini qo‘llash masalalariga oid qarorlari nusxalarini beradi. 3. Hujjatlarni berish to‘g‘risidagi so‘rovlarda mazkur Bitimning 4. Hujjatlarni berish so‘ragan bojxona xizmati tomonidan olinganligiga guvohlik beruvchi, hujjat berilgan sana ko‘rsatilgan tasdiqqa ega bo‘lishi kerak. 1. Bojxona xizmatlari: a) o‘z faoliyatlari to‘g‘risidagi tajriba va boj qonunchiligi buzilishining yangi vosita hamda usullari to‘g‘risidagi axborotni almashadilar; b) bir-birlariga yangi texnik yordam vositalari qo‘llanilayotganligi to‘g‘risida xabar beradilar; v) o‘zaro qiziqish uyg‘otadigan boj masalalariga doir boshqa axborotlarni ayirboshlaydilar. 2. Bojxona xizmatlari boj ishi sohasida bir-birlariga texnik yordam beradilar, shu jumladan: a) boshqa Ahdlashuvchi Tomon bojxona xizmatlari tomonidan foydalanilayotgan o‘zaro qiziqish uyg‘otadigan texnik vositalar bilan tanishish maqsadida bojxona xizmatchilari bilan almashish: b) bojxona xodimlarini o‘qitish va ularning maxsus malakalarini takomillashtirishda yordam berish; v) nazorat qilish texnik vositalaridan foydalanishda axborot va tajriba almashish; g) boj masalalari ekspertlari bilan almashish; d) boj masalalariga daxldor kasb, ilmiy va texnik axborotlarni almashish. 1. Bir Ahdlashuvchi Tomon bojxona xizmati so‘roviga ko‘ra boshqa Ahdlashuvchi Tomon bojxona xizmati mazkur Bitim 2-moddasi 1-bandining “ 2. Tekshirish ishlari so‘rayotgan bojxona xizmati hududida amalda bo‘lgan qonunchilikka muvofiq amalga oshiriladi. So‘ralayotgan bojxona xizmati so‘rayotgan bojxona xizmati rasmiy shaxslariga bunday tekshiruvda qatnashishga ruxsat etishi mumkin."
2543873,2544093,"Bir Ahdlashuvchi Tomonning sud yoki ma’muriy organlari ko‘rib chiqayotgan boj qonunchiligi buzilishlari munosabati bilan tegishli so‘rov bilan murojaat qilsalar, boshqa Ahdlashuvchi Tomon bojxona xizmati o‘z xizmatchilarini bunday sud yoki ma’muriy tekshiruvlarda guvoh yoki ekspert sifatida qatnashish uchun vakil qilishi mumkin. Bu xizmatchilar xizmat burchlarini bajarish vaqtida o‘zlari aniqlagan dalillar to‘g‘risida ma’lumot beradilar. Sud yoki ma’muriy tekshirishda qatnashish to‘g‘risidagi so‘rovda xizmatchining qaysi ishda va kim sifatida qatnashishi kerakligi aniq ko‘rsatilishi lozim. 1. Mazkur Bitimning 2. So‘rov quyidagi ma’lumotlarga ega bo‘lishi kerak: a) so‘rov asosida manfaatlari yetuvchi bojxona organi; b) protsedura turi; v) protsedura qatnashchilarining familiyasi, manzili va boshqa ma’lumotlar; g) so‘rov mavzusi va sababi; d) ish mohiyatining qisqacha bayoni va uning yuridik tavsifi. Bojxona xizmatlari so‘rovni bajarishda o‘z davlatlari qonunchiligiga muvofiq va o‘z vakolatlari doirasida bir-birlariga yordam beradilar. 1. Hujjatlarni asl nusxada jo‘natish bu hujjatlar nusxasi yoki fotonusxasi kifoya qilmaydigan hollardagina so‘ralishi mumkin. 2. Asl nusxadagi hujjatlar mumkin qadar qisqa muddatlarda qaytarilishi lozim. 3. Mazkur modda qoidalarini bajarishda so‘rayotgan tomon yoki uchinchi tomon huquqi kamsitilmasligi kerak."
2543873,2544120,"Bojxona xizmatlari Bitimga muvofiq olingan ma’lumotlar va hujjatlardan boj qonunchiligi buzilishi munosabati bilan tekshirishlar yoki sud tergovlarini o‘tkazishda o‘z protokollarida, guvohlarning xabarlarida va ko‘rsatmalarida isbot tariqasida foydalanishlari mumkin. Bu ma’lumotlar va hujjatlarning daliliy kuchi, shuningdek ulardan sudda foydalanish so‘rayotgan Ahdlashuvchi Tomon ichki qonunchiligi bilan belgilanadi. 1. Iltimosni bajarish suverenitet yoki xavfsizlikka zarar yetkazishi mumkin bo‘lsa yoki so‘ralayotgan Ahdlashuvchi Tomon qonunchiligi asosiy prinsiplariga yoki uning xalqaro majburiyatlariga zid bo‘lsa, uni bajarish rad etiladi. 2. Yordam berishni rad etish, shuningdek rad etish sabablari to‘g‘risida so‘rayotgan bojxona xizmati darhol yozma ravishda xabardor qilinadi. Yordam berayotgan bojxona xizmatiga mazkur Bitimga muvofiq so‘rovni bajarishda bojxona xizmatida ishlamaydigan ekspertlar va tarjimonlar ishiga haq to‘lash bo‘yicha qilingan xarajatlar qoplanadi. Mazkur Bitimning 1. Mazkur Bitimda nazarda tutilgan hamkorlik bevosita Ahdlashuvchi Tomonlar bojxona xizmatlari o‘rtasida amalga oshiriladi. 2. Bojxona xizmatlari mazkur Bitimni bajarish uchun zarur bo‘lgan hujjatlarni o‘z vakolatlari doirasida chiqaradilar. 3. Mazkur Bitimni bajarish maqsadida bojxona xizmatlari o‘zlariga bo‘ysunuvchi bojxona organlari o‘rtasida zarur aloqalarni o‘rnatadilar. 4. Bojxona xizmatlarining vakillari mazkur Bitimni bajarishga aloqador masalalarni muhokama qilish uchun zarur bo‘lgan xollarda bir-birlari bilan ushbu yoki boshqa Ahdlashuvchi Tomon hududida navbatma-navbat uchrashib turadilar."
